co_mun;tiposeade;estadual;federal;municipal;particular;total_geral
3548708;Unidade Móvel;;;16;2;18
3548708;Vigilância em Saúde;;;6;;6
3548807;Clínica;;;22;209;231
3548807;Consultório Isolado;;;;543;543
3548807;Diagnose e Terapia;;;1;32;33
3548807;Hospital;;;2;7;9
3548807;Outros;1;;7;32;40
3548807;Pronto Atendimento;;;1;;1
3548807;Unidade Básica de Saúde;;;15;;15
3548807;Unidade de Saúde Mental ;;;3;;3
3548807;Unidade Móvel;;;6;2;8
3548807;Vigilância em Saúde;;;2;;2
3548906;Clínica;2;1;7;145;155
3548906;Consultório Isolado;;;1;811;812
3548906;Diagnose e Terapia;1;1;;41;43
3548906;Hospital;1;;;4;5
3548906;Outros;;;5;24;29
3548906;Pronto Atendimento;;;3;1;4
3548906;Unidade Básica de Saúde;;;34;;34
3548906;Unidade de Saúde Mental ;;;3;;3
3548906;Unidade Móvel;1;;10;2;13
3549003;Consultório Isolado;;;;1;1
3549003;Outros;;;2;;2
3549003;Unidade Básica de Saúde;;;2;;2
3549102;Clínica;3;;6;30;39
3549102;Consultório Isolado;;;;588;588
3549102;Diagnose e Terapia;;;1;19;20
3549102;Hospital;;;;5;5
3549102;Outros;3;;5;22;30
3549102;Pronto Atendimento;;;1;;1
3549102;Unidade Básica de Saúde;;;14;;14
3549102;Unidade de Saúde Mental ;;;3;;3
3549102;Unidade Móvel;;;2;3;5
3549102;Vigilância em Saúde;;;2;;2
3549201;Outros;;;1;;1
3549201;Unidade Básica de Saúde;;;1;;1
3549250;Outros;;;2;;2
3549250;Unidade Básica de Saúde;;;2;;2
3549300;Clínica;;;1;;1
3549300;Consultório Isolado;;;;2;2
3549300;Outros;;;2;;2
3549300;Unidade Básica de Saúde;;;1;;1
3549409;Clínica;;;4;3;7
3549409;Consultório Isolado;;;;156;156
3549409;Diagnose e Terapia;;;1;29;30
3549409;Hospital;;;;1;1
3549409;Outros;;;1;1;2
3549409;Pronto Atendimento;;;1;;1
3549409;Unidade Básica de Saúde;;;10;;10
3549409;Unidade de Saúde Mental ;;;1;;1
3549409;Unidade Móvel;;;1;;1
3549508;Clínica;;;1;;1
3549508;Outros;;;1;;1
3549508;Pronto Atendimento;;;1;;1
3549508;Unidade Básica de Saúde;;;5;;5
3549607;Consultório Isolado;;;;1;1
3549607;Outros;;;1;;1
3549607;Unidade Básica de Saúde;;;3;;3
3549706;Clínica;;;5;31;36
3549706;Consultório Isolado;;;;118;118
3549706;Diagnose e Terapia;;;2;24;26
3549706;Hospital;;;;2;2
3549706;Outros;;;1;7;8
3549706;Pronto Atendimento;;;1;;1
3549706;Unidade Básica de Saúde;;;11;;11
3549706;Unidade de Saúde Mental ;;;1;;1
3549706;Unidade Móvel;;;2;2;4
3549706;Vigilância em Saúde;;;1;;1
3549805;Clínica;4;;11;249;264
3549805;Consultório Isolado;;;1;911;912
3549805;Diagnose e Terapia;2;;2;116;120
3549805;Hospital;1;;1;22;24
3549805;Outros;6;;11;37;54
3549805;Pronto Atendimento;;;5;1;6
3549805;Unidade Básica de Saúde;3;;30;;33
3549805;Unidade de Saúde Mental ;;;7;;7
3549805;Unidade Móvel;;;14;1;15
3549805;Vigilância em Saúde;1;;1;;2
3549904;Clínica;2;;16;374;392
3549904;Consultório Isolado;;;;1.054;1.054
3549904;Diagnose e Terapia;;;1;91;92
3549904;Hospital;1;1;3;21;26
3549904;Outros;2;;4;65;71
3549904;Pronto Atendimento;;;5;3;8
3549904;Unidade Básica de Saúde;2;;40;;42
3549904;Unidade de Saúde Mental ;;;4;;4
3549904;Unidade Móvel;;;9;9;18
3549904;Vigilância em Saúde;1;;1;;2
3549953;Clínica;;;1;2;3
3549953;Diagnose e Terapia;;;;2;2
3549953;Outros;;;1;2;3
3549953;Pronto Atendimento;;;1;;1
3549953;Unidade Básica de Saúde;;;3;;3
3549953;Unidade Móvel;;;1;2;3
3550001;Consultório Isolado;;;;1;1
3550001;Hospital;;;;1;1
3550001;Outros;;;2;;2
3550001;Unidade Básica de Saúde;;;4;;4
3550001;Unidade Móvel;;;1;;1
3550100;Clínica;;;2;2;4
3550100;Consultório Isolado;;;2;86;88
3550100;Diagnose e Terapia;;;1;5;6
3550100;Hospital;;;;1;1
3550100;Outros;;;5;;5
3550100;Unidade Básica de Saúde;;;7;;7
3550100;Unidade de Saúde Mental ;;;1;;1
3550100;Unidade Móvel;;;;1;1
3550100;Vigilância em Saúde;;;1;;1
3550209;Clínica;;;2;2;4
3550209;Consultório Isolado;;;;29;29
3550209;Diagnose e Terapia;;;;4;4
3550209;Hospital;;;;1;1
3550209;Outros;;;4;13;17
3550209;Unidade Básica de Saúde;;;10;;10
3550209;Unidade de Saúde Mental ;;;1;;1
3550308;Clínica;20;1;183;5.776;5.980
3550308;Consultório Isolado;19;1;1;16.750;16.771
3550308;Diagnose e Terapia;9;;9;983;1.001
3550308;Hospital;37;3;39;192;271
3550308;Outros;24;;51;985;1.060
3550308;Pronto Atendimento;;;59;12;71
3550308;Unidade Básica de Saúde;14;;482;22;518
3550308;Unidade de Saúde Mental ;2;;104;;106
3550308;Unidade Móvel;1;;165;47;213
3550308;Vigilância em Saúde;;;30;;30
3550407;Clínica;;;1;9;10
3550407;Consultório Isolado;;;;74;74
3550407;Diagnose e Terapia;;;;3;3
3550407;Hospital;;;;1;1
3550407;Outros;;;1;2;3
3550407;Pronto Atendimento;;;1;;1
3550407;Unidade Básica de Saúde;;;11;;11
3550407;Unidade de Saúde Mental ;;;1;;1
3550407;Unidade Móvel;;;2;;2
3550506;Diagnose e Terapia;;;;1;1
3550506;Outros;;;2;;2
3550506;Unidade Básica de Saúde;;;4;;4
3550605;Clínica;;;4;32;36
3550605;Consultório Isolado;;;1;226;227
3550605;Diagnose e Terapia;;;;13;13
3550605;Hospital;;;;3;3
3550605;Outros;;;6;27;33
3550605;Unidade Básica de Saúde;;;13;;13
3550605;Unidade de Saúde Mental ;;;2;;2
3550605;Vigilância em Saúde;;;1;;1
3550704;Clínica;;;8;10;18
3550704;Consultório Isolado;;;;136;136
3550704;Diagnose e Terapia;;;1;12;13
3550704;Hospital;;;1;1;2
3550704;Outros;;;7;4;11
3550704;Pronto Atendimento;;;1;;1
3550704;Unidade Básica de Saúde;;;30;;30
3550704;Unidade de Saúde Mental ;;;3;;3
3550704;Unidade Móvel;;;6;;6
3550704;Vigilância em Saúde;;;2;;2
3550803;Clínica;;;;2;2
3550803;Consultório Isolado;;;;25;25
3550803;Diagnose e Terapia;;;;6;6
3550803;Hospital;;;;1;1
3550803;Outros;;;2;;2
3550803;Pronto Atendimento;;;1;;1
3550803;Unidade Básica de Saúde;;;5;;5
3550902;Clínica;;;3;1;4
3550902;Consultório Isolado;;;;21;21
3550902;Diagnose e Terapia;;;;5;5
3550902;Hospital;;;;1;1
3550902;Outros;;;2;;2
3550902;Unidade Básica de Saúde;;;4;;4
3550902;Unidade Móvel;;;1;;1
3550902;Vigilância em Saúde;;;2;;2
3551009;Clínica;;;12;33;45
3551009;Consultório Isolado;;;1;115;116
3551009;Diagnose e Terapia;;;1;18;19
3551009;Hospital;1;;3;3;7
3551009;Outros;;;8;6;14
3551009;Pronto Atendimento;;;3;1;4
3551009;Unidade Básica de Saúde;4;;27;;31
3551009;Unidade de Saúde Mental ;;;5;;5
3551009;Unidade Móvel;;;9;;9
3551009;Vigilância em Saúde;;;1;;1
3551108;Consultório Isolado;;;;1;1
3551108;Diagnose e Terapia;;;1;1;2
3551108;Outros;;;2;;2
3551108;Unidade Básica de Saúde;;;4;;4
3551108;Unidade Móvel;;;2;;2
3551207;Outros;;;1;;1
3551207;Unidade Básica de Saúde;;;1;;1
3551306;Clínica;;;;1;1
3551306;Outros;;;1;1;2
3551306;Unidade Básica de Saúde;;;1;;1
3551405;Clínica;;;1;;1
3551405;Consultório Isolado;;;;3;3
3551405;Diagnose e Terapia;;;;1;1
3551405;Outros;;;1;1;2
3551405;Unidade Básica de Saúde;3;;5;;8
3551405;Unidade Móvel;;;1;;1
3551405;Vigilância em Saúde;;;1;;1
3551504;Clínica;;;5;12;17
3551504;Consultório Isolado;;;;35;35
3551504;Hospital;1;;;1;2
3551504;Outros;;;4;1;5
3551504;Pronto Atendimento;;;1;;1
3551504;Unidade Básica de Saúde;;;7;;7
3551504;Unidade de Saúde Mental ;;;1;;1
3551504;Unidade Móvel;;;1;;1
3551504;Vigilância em Saúde;;;2;;2
3551603;Clínica;;;1;2;3
3551603;Consultório Isolado;;;;54;54
3551603;Diagnose e Terapia;;;2;8;10
3551603;Hospital;;;;1;1
3551603;Outros;;;1;12;13
3551603;Unidade Básica de Saúde;;;11;;11
3551603;Unidade de Saúde Mental ;;;1;;1
3551603;Vigilância em Saúde;;;1;;1
3551702;Clínica;;;8;66;74
3551702;Consultório Isolado;1;;1;362;364
3551702;Diagnose e Terapia;;;;27;27
3551702;Hospital;;;;3;3
3551702;Outros;;;5;7;12
3551702;Pronto Atendimento;;;1;1;2
3551702;Unidade Básica de Saúde;;;10;;10
3551702;Unidade de Saúde Mental ;;;2;;2
3551702;Unidade Móvel;;;3;;3
3551702;Vigilância em Saúde;;;4;;4
3551801;Clínica;;;;1;1
3551801;Consultório Isolado;;;;1;1
3551801;Outros;;;1;;1
3551801;Pronto Atendimento;;;1;;1
3551801;Unidade Básica de Saúde;;;5;;5
3551801;Unidade Móvel;;;1;;1
3551900;Clínica;;;;2;2
3551900;Consultório Isolado;;;;4;4
3551900;Diagnose e Terapia;;;1;1;2
3551900;Outros;;;2;;2
3551900;Pronto Atendimento;;;1;;1
3551900;Unidade Básica de Saúde;;;3;;3
3551900;Unidade Móvel;;;1;;1
3552007;Consultório Isolado;;;;6;6
3552007;Diagnose e Terapia;;;1;;1
3552007;Outros;;;1;;1
3552007;Unidade Básica de Saúde;;;4;;4
3552106;Clínica;;;3;3;6
3552106;Consultório Isolado;;;;57;57
3552106;Diagnose e Terapia;;;1;5;6
3552106;Hospital;;;;1;1
3552106;Outros;;;5;2;7
3552106;Unidade Básica de Saúde;;;15;;15
3552106;Unidade de Saúde Mental ;;;1;;1
3552106;Unidade Móvel;;;1;;1
3552205;Clínica;2;;6;270;278
3552205;Consultório Isolado;;;2;1.122;1.124
3552205;Diagnose e Terapia;1;;1;108;110
3552205;Hospital;3;;;18;21
3552205;Outros;5;;4;41;50
3552205;Pronto Atendimento;;;3;3;6
3552205;Unidade Básica de Saúde;5;;33;;38
3552205;Unidade de Saúde Mental ;;;7;1;8
3552205;Unidade Móvel;;;11;5;16
3552205;Vigilância em Saúde;;;1;;1
3552304;Clínica;;;;2;2
3552304;Consultório Isolado;;;;4;4
3552304;Diagnose e Terapia;;;;1;1
3552304;Hospital;;;;1;1
3552304;Outros;;;1;;1
3552304;Unidade Básica de Saúde;;;2;;2
3552304;Vigilância em Saúde;;;1;;1
3552403;Clínica;;;8;76;84
3552403;Consultório Isolado;;;3;134;137
3552403;Diagnose e Terapia;;;;32;32
3552403;Hospital;1;;;2;3
3552403;Outros;;;3;7;10
3552403;Pronto Atendimento;;;4;2;6
3552403;Unidade Básica de Saúde;1;;23;1;25
3552403;Unidade de Saúde Mental ;;;3;;3
3552403;Unidade Móvel;;;1;1;2
3552403;Vigilância em Saúde;;;3;;3
3552502;Clínica;;;8;120;128
3552502;Consultório Isolado;;;;168;168
3552502;Diagnose e Terapia;;;1;20;21
3552502;Hospital;1;;;3;4
3552502;Outros;;;4;5;9
3552502;Pronto Atendimento;;;2;1;3
3552502;Unidade Básica de Saúde;1;;24;;25
3552502;Unidade de Saúde Mental ;;;4;;4
3552502;Unidade Móvel;;;5;;5
3552502;Vigilância em Saúde;;;2;;2
3552551;Clínica;;;;1;1
3552551;Outros;;;2;;2
3552551;Unidade Básica de Saúde;;;1;;1
3552601;Clínica;;;2;1;3
3552601;Consultório Isolado;;;;10;10
3552601;Diagnose e Terapia;;;1;2;3
3552601;Hospital;;;;1;1
3552601;Outros;;;1;;1
3552601;Unidade Básica de Saúde;;;2;;2
3552601;Unidade Móvel;;;1;;1
3552700;Clínica;;;;8;8
3552700;Consultório Isolado;;;;31;31
3552700;Diagnose e Terapia;;;1;5;6
3552700;Hospital;;;;1;1
3552700;Outros;;;1;;1
3552700;Pronto Atendimento;;;1;;1
3552700;Unidade Básica de Saúde;;;5;;5
3552700;Vigilância em Saúde;;;1;;1
3552809;Clínica;1;;8;46;55
3552809;Consultório Isolado;;;2;82;84
3552809;Diagnose e Terapia;;;;8;8
3552809;Hospital;1;;1;1;3
3552809;Outros;;;4;3;7
3552809;Pronto Atendimento;;;2;;2
3552809;Unidade Básica de Saúde;;;14;;14
3552809;Unidade de Saúde Mental ;;;3;;3
3552809;Unidade Móvel;;;6;;6
3552809;Vigilância em Saúde;;;4;;4
3552908;Clínica;;;1;;1
3552908;Outros;;;1;;1
3552908;Unidade Básica de Saúde;;;4;;4
3553005;Consultório Isolado;;;;6;6
3553005;Diagnose e Terapia;;;;4;4
3553005;Hospital;;;;1;1
3553005;Outros;;;1;1;2
3553005;Unidade Básica de Saúde;;;5;;5
3553005;Unidade Móvel;;;1;;1
3553104;Clínica;;;1;1;2
3553104;Consultório Isolado;;;;4;4
3553104;Diagnose e Terapia;;;;1;1
3553104;Outros;;;2;;2
3553104;Unidade Básica de Saúde;;;3;;3
3553203;Consultório Isolado;;;;10;10
3553203;Diagnose e Terapia;;;;4;4
3553203;Outros;;;1;;1
3553203;Unidade Básica de Saúde;1;;2;;3
3553302;Clínica;;;2;1;3
3553302;Consultório Isolado;;;;41;41
3553302;Diagnose e Terapia;;;;12;12
3553302;Hospital;;;;1;1
3553302;Outros;;;3;2;5
3553302;Pronto Atendimento;;;1;;1
3553302;Unidade Básica de Saúde;;;9;;9
3553302;Unidade Móvel;;;1;;1
3553302;Vigilância em Saúde;;;1;;1
3553401;Clínica;1;;;14;15
3553401;Consultório Isolado;;;1;22;23
3553401;Diagnose e Terapia;;;;4;4
3553401;Hospital;;;;1;1
3553401;Outros;;;2;;2
3553401;Unidade Básica de Saúde;;;11;;11
3553401;Unidade de Saúde Mental ;;;1;;1
3553401;Unidade Móvel;;;1;;1
3553500;Consultório Isolado;;;2;;2
3553500;Outros;;;3;;3
3553500;Pronto Atendimento;;;;1;1
3553500;Unidade Básica de Saúde;;;3;;3
3553609;Clínica;;;;1;1
3553609;Consultório Isolado;;;;6;6
3553609;Diagnose e Terapia;;;1;1;2
3553609;Hospital;;;;1;1
3553609;Outros;;;2;1;3
3553609;Unidade Básica de Saúde;;;5;;5
3553609;Unidade de Saúde Mental ;;;1;;1
3553658;Outros;;;2;;2
3553658;Pronto Atendimento;;;1;;1
3553658;Unidade Básica de Saúde;;;1;;1
3553708;Clínica;1;;2;8;11
3553708;Consultório Isolado;1;;;146;147
3553708;Diagnose e Terapia;;;;9;9
3553708;Hospital;;;;2;2
3553708;Outros;;;2;5;7
3553708;Pronto Atendimento;;;1;;1
3553708;Unidade Básica de Saúde;;;10;;10
3553708;Unidade de Saúde Mental ;;;2;;2
3553708;Unidade Móvel;;;1;2;3
3553708;Vigilância em Saúde;;;1;;1
3553807;Clínica;;;;1;1
3553807;Consultório Isolado;;;;11;11
3553807;Diagnose e Terapia;;;;5;5
3553807;Hospital;;;;1;1
3553807;Outros;;;1;;1
3553807;Unidade Básica de Saúde;1;;6;;7
3553807;Unidade de Saúde Mental ;;;1;;1
3553807;Unidade Móvel;;;1;;1
3553856;Outros;;;3;;3
3553856;Pronto Atendimento;;;1;;1
3553856;Unidade Básica de Saúde;;;3;;3
3553906;Clínica;;;1;;1
3553906;Consultório Isolado;;;;1;1
3553906;Outros;;;1;;1
3553906;Unidade Básica de Saúde;;;4;;4
3553906;Unidade de Saúde Mental ;;;1;;1
3553955;Clínica;;;1;;1
3553955;Consultório Isolado;;;;7;7
3553955;Diagnose e Terapia;;;;3;3
3553955;Outros;;;5;;5
3553955;Pronto Atendimento;;;1;;1
3553955;Unidade Básica de Saúde;;;4;;4
3553955;Unidade de Saúde Mental ;;;1;;1
3553955;Unidade Móvel;;;1;;1
3554003;Clínica;;;9;28;37
3554003;Consultório Isolado;;;1;359;360
3554003;Diagnose e Terapia;;;;22;22
3554003;Hospital;;;;2;2
3554003;Outros;;;4;6;10
3554003;Pronto Atendimento;;;1;;1
3554003;Unidade Básica de Saúde;;;20;;20
3554003;Unidade de Saúde Mental ;;;3;;3
3554003;Unidade Móvel;;;6;2;8
3554003;Vigilância em Saúde;;;1;;1
3554102;Clínica;2;;11;260;273
3554102;Consultório Isolado;;;;598;598
3554102;Diagnose e Terapia;1;;;43;44
3554102;Hospital;1;;1;9;11
3554102;Outros;3;;6;39;48
3554102;Pronto Atendimento;;;4;;4
3554102;Unidade Básica de Saúde;3;;46;;49
3554102;Unidade de Saúde Mental ;;;3;;3
3554102;Unidade Móvel;;;8;2;10
3554102;Vigilância em Saúde;;;1;;1
3554201;Outros;;;1;;1
3554201;Unidade Básica de Saúde;;;3;;3
3554300;Clínica;;;;4;4
3554300;Consultório Isolado;;;;28;28
3554300;Diagnose e Terapia;;;2;1;3
3554300;Hospital;;;;1;1
3554300;Outros;;;2;;2
3554300;Unidade Básica de Saúde;;;11;1;12
3554300;Unidade de Saúde Mental ;;;1;;1
3554300;Vigilância em Saúde;;;1;;1
3554409;Clínica;;;1;;1
3554409;Consultório Isolado;;;;6;6
3554409;Diagnose e Terapia;;;1;;1
3554409;Hospital;;;;1;1
3554409;Outros;;;2;;2
3554409;Pronto Atendimento;;;1;;1
3554409;Unidade Básica de Saúde;;;5;;5
3554508;Clínica;;;3;13;16
3554508;Consultório Isolado;;;;119;119
3554508;Diagnose e Terapia;;;1;18;19
3554508;Hospital;;;;1;1
3554508;Outros;;;5;4;9
3554508;Unidade Básica de Saúde;;;7;;7
3554508;Unidade de Saúde Mental ;;;1;;1
3554607;Outros;;;1;1;2
3554607;Unidade Básica de Saúde;;;1;;1
3554607;Unidade Móvel;;;1;;1
3554656;Outros;;;2;1;3
3554656;Unidade Básica de Saúde;;;1;;1
3554706;Consultório Isolado;;;;2;2
3554706;Diagnose e Terapia;;;;1;1
3554706;Hospital;;;;1;1
3554706;Outros;;;2;;2
3554706;Unidade Básica de Saúde;;;2;;2
3554706;Vigilância em Saúde;;;1;;1
3554755;Outros;;;1;;1
3554755;Unidade Básica de Saúde;;;1;;1
3554805;Clínica;;;1;12;13
3554805;Consultório Isolado;;;;10;10
3554805;Diagnose e Terapia;;;1;1;2
3554805;Hospital;;;;1;1
3554805;Outros;;;3;1;4
3554805;Pronto Atendimento;;;1;;1
3554805;Unidade Básica de Saúde;5;;8;;13
3554805;Unidade Móvel;;;1;;1
3554805;Vigilância em Saúde;;;2;;2
3554904;Clínica;;;1;;1
3554904;Diagnose e Terapia;;;;1;1
3554904;Outros;;;2;;2
3554904;Unidade Básica de Saúde;;;2;;2
3554953;Clínica;;;1;;1
3554953;Consultório Isolado;;;;1;1
3554953;Diagnose e Terapia;;;;1;1
3554953;Outros;;;2;;2
3554953;Unidade Básica de Saúde;;;1;;1
3554953;Unidade Móvel;;;1;;1
3555000;Clínica;;;4;24;28
3555000;Consultório Isolado;;;;217;217
3555000;Diagnose e Terapia;;;1;11;12
3555000;Hospital;1;;;2;3
3555000;Outros;1;;7;5;13
3555000;Pronto Atendimento;;;1;;1
3555000;Unidade Básica de Saúde;;;15;;15
3555000;Unidade de Saúde Mental ;;;1;;1
3555000;Vigilância em Saúde;;;1;;1
3555109;Clínica;;;1;1;2
3555109;Consultório Isolado;;;;40;40
3555109;Diagnose e Terapia;;;;3;3
3555109;Hospital;;;;1;1
3555109;Outros;;;2;;2
3555109;Pronto Atendimento;;;1;;1
3555109;Unidade Básica de Saúde;2;;5;;7
3555109;Vigilância em Saúde;;;2;;2
3555208;Outros;;;1;;1
3555208;Unidade Básica de Saúde;;;1;;1
3555307;Clínica;;;1;;1
3555307;Outros;;;1;;1
3555307;Unidade Básica de Saúde;;;2;;2
3555356;Diagnose e Terapia;;;;1;1
3555356;Outros;;;1;;1
3555356;Unidade Básica de Saúde;;;1;;1
3555406;Clínica;;;3;9;12
3555406;Consultório Isolado;;;;36;36
3555406;Diagnose e Terapia;;;;7;7
3555406;Hospital;;;;2;2
3555406;Outros;;1;3;8;12
3555406;Unidade Básica de Saúde;;;21;;21
3555406;Unidade de Saúde Mental ;;;1;;1
3555406;Unidade Móvel;;;5;;5
3555505;Outros;;;2;;2
3555505;Unidade Básica de Saúde;;;3;;3
3555604;Clínica;;;;2;2
3555604;Consultório Isolado;;;;19;19
3555604;Diagnose e Terapia;;;;2;2
3555604;Outros;;;3;;3
3555604;Unidade Básica de Saúde;;;3;;3
3555604;Unidade de Saúde Mental ;;;1;;1
3555703;Outros;;;2;;2
3555703;Unidade Básica de Saúde;;;1;;1
3555802;Clínica;;;1;;1
3555802;Consultório Isolado;;;;2;2
3555802;Diagnose e Terapia;;;;2;2
3555802;Hospital;;;;1;1
3555802;Outros;;;1;;1
3555802;Unidade Básica de Saúde;;;3;;3
3555802;Unidade Móvel;;;1;;1
3555901;Outros;;;2;;2
3555901;Unidade Básica de Saúde;;;1;;1
3556008;Clínica;;;1;4;5
3556008;Consultório Isolado;;;1;14;15
3556008;Diagnose e Terapia;;;;1;1
3556008;Hospital;;;;1;1
3556008;Outros;;;2;1;3
3556008;Pronto Atendimento;;;1;;1
3556008;Unidade Básica de Saúde;;;6;;6
3556008;Unidade Móvel;;;1;;1
3556107;Consultório Isolado;;;;18;18
3556107;Diagnose e Terapia;;;;1;1
3556107;Outros;;;3;;3
3556107;Unidade Básica de Saúde;;;6;;6
3556206;Clínica;;;12;63;75
3556206;Consultório Isolado;;;;408;408
3556206;Diagnose e Terapia;;;1;21;22
3556206;Hospital;;;;2;2
3556206;Outros;;;6;10;16
3556206;Pronto Atendimento;;;2;;2
3556206;Unidade Básica de Saúde;;;15;;15
3556206;Unidade de Saúde Mental ;;;3;;3
3556206;Unidade Móvel;;;1;;1
3556206;Vigilância em Saúde;;;2;;2
3556305;Clínica;;;2;4;6
3556305;Consultório Isolado;;;;31;31
3556305;Diagnose e Terapia;;;;2;2
3556305;Hospital;;;;1;1
3556305;Outros;;;3;;3
3556305;Unidade Básica de Saúde;2;;5;;7
3556305;Unidade de Saúde Mental ;;;1;;1
3556354;Diagnose e Terapia;;;;1;1
3556354;Outros;;;1;;1
3556354;Unidade Básica de Saúde;;;3;;3
3556354;Unidade Móvel;;;1;;1
3556404;Clínica;;;3;14;17
3556404;Consultório Isolado;;;;99;99
3556404;Diagnose e Terapia;;;;6;6
3556404;Hospital;;;;1;1
3556404;Outros;;;2;2;4
3556404;Pronto Atendimento;;;1;;1
3556404;Unidade Básica de Saúde;;;10;;10
3556404;Unidade de Saúde Mental ;;;1;;1
3556404;Unidade Móvel;;;1;;1
3556453;Clínica;;;4;23;27
3556453;Consultório Isolado;;;;13;13
3556453;Diagnose e Terapia;;;;1;1
3556453;Hospital;;;;1;1
3556453;Outros;;;2;4;6
3556453;Pronto Atendimento;;;1;;1
3556453;Unidade Básica de Saúde;;;8;;8
3556453;Unidade de Saúde Mental ;;;1;;1
3556453;Unidade Móvel;;;1;1;2
3556453;Vigilância em Saúde;;;3;;3
3556503;Clínica;;;3;14;17
3556503;Consultório Isolado;;;;13;13
3556503;Diagnose e Terapia;;;;7;7
3556503;Hospital;;;1;;1
3556503;Outros;;;3;1;4
3556503;Pronto Atendimento;;;1;;1
3556503;Unidade Básica de Saúde;;;13;;13
3556503;Unidade de Saúde Mental ;;;2;;2
3556503;Unidade Móvel;;;1;;1
3556503;Vigilância em Saúde;;;1;;1
3556602;Clínica;;;;4;4
3556602;Consultório Isolado;;;1;9;10
3556602;Outros;;;1;;1
3556602;Pronto Atendimento;;;1;;1
3556602;Unidade Básica de Saúde;;;3;;3
3556701;Clínica;;;5;41;46
3556701;Consultório Isolado;;;1;302;303
3556701;Diagnose e Terapia;;;;21;21
3556701;Hospital;;;;1;1
3556701;Outros;;;3;6;9
3556701;Pronto Atendimento;;;2;;2
3556701;Unidade Básica de Saúde;;;8;;8
3556701;Unidade de Saúde Mental ;;;2;;2
3556701;Vigilância em Saúde;;;1;;1
3556800;Clínica;;;4;2;6
3556800;Consultório Isolado;;;;23;23
3556800;Diagnose e Terapia;;;;4;4
3556800;Hospital;;;;1;1
3556800;Outros;;;5;4;9
3556800;Pronto Atendimento;;;1;;1
3556800;Unidade Básica de Saúde;;;5;;5
3556909;Clínica;;;1;;1
3556909;Consultório Isolado;;;;5;5
3556909;Diagnose e Terapia;;;;1;1
3556909;Outros;;;1;;1
3556909;Unidade Básica de Saúde;;;2;;2
3556909;Vigilância em Saúde;;;1;;1
3556958;Clínica;;;1;;1
3556958;Outros;;;1;;1
3556958;Unidade Básica de Saúde;;;1;;1
3557006;Clínica;;;3;15;18
3557006;Consultório Isolado;;;;76;76
3557006;Diagnose e Terapia;;;;20;20
3557006;Hospital;;;1;1;2
3557006;Outros;;;5;2;7
3557006;Pronto Atendimento;;;2;;2
3557006;Unidade Básica de Saúde;1;;17;;18
3557006;Unidade de Saúde Mental ;;;3;;3
3557006;Unidade Móvel;;;2;3;5
3557006;Vigilância em Saúde;;;1;;1
3557105;Clínica;1;;6;56;63
3557105;Consultório Isolado;;;;409;409
3557105;Diagnose e Terapia;;;2;28;30
3557105;Hospital;;;;2;2
3557105;Outros;1;;8;11;20
3557105;Pronto Atendimento;;;2;;2
3557105;Unidade Básica de Saúde;;;14;;14
3557105;Unidade de Saúde Mental ;;;3;;3
3557105;Unidade Móvel;;;5;1;6
3557105;Vigilância em Saúde;;;1;;1
3557154;Outros;;;2;;2
3557154;Unidade Básica de Saúde;;;1;;1
3557204;Consultório Isolado;;;;15;15
3557204;Diagnose e Terapia;;;;2;2
3557204;Hospital;;;;1;1
3557204;Outros;;;1;;1
3557204;Unidade Básica de Saúde;;;4;;4
3557204;Unidade de Saúde Mental ;;;1;;1
3557204;Vigilância em Saúde;;;1;;1
3557303;Clínica;;;1;1;2
3557303;Consultório Isolado;;;1;3;4
3557303;Diagnose e Terapia;;;1;1;2
3557303;Outros;;;2;;2
3557303;Pronto Atendimento;;;1;;1
3557303;Unidade Básica de Saúde;;;5;;5
3557303;Unidade Móvel;;;1;;1
